"GEO","Date","Inc10k_less","Inc10_39k","Inc40_59k","Inc60_79k","Inc80_99k","Inc100_149k","Inc100k_over","Inc150k_over"
"Ontario",2017-12-01,0.039,0.228,0.145,0.126,0.105,0.173,0.357,0.184
"Ontario",2018-01-01,0.039,0.227,0.144,0.126,0.105,0.174,0.358,0.184
"Ontario",2018-02-01,0.04,0.226,0.143,0.127,0.105,0.174,0.359,0.185
"Ontario",2018-03-01,0.04,0.226,0.141,0.127,0.105,0.175,0.36,0.186
"Ontario",2018-04-01,0.04,0.225,0.14,0.127,0.105,0.175,0.362,0.186
"Ontario",2018-05-01,0.041,0.225,0.139,0.128,0.104,0.176,0.363,0.187
"Ontario",2018-06-01,0.042,0.224,0.137,0.128,0.104,0.176,0.364,0.187
"Ontario",2018-07-01,0.042,0.224,0.136,0.128,0.104,0.177,0.365,0.188
"Ontario",2018-08-01,0.041,0.224,0.137,0.128,0.104,0.177,0.364,0.187
"Ontario",2018-09-01,0.041,0.224,0.138,0.128,0.105,0.176,0.364,0.187
"Ontario",2018-10-01,0.04,0.224,0.14,0.128,0.105,0.176,0.363,0.186
"Ontario",2018-11-01,0.039,0.224,0.141,0.129,0.105,0.176,0.362,0.186
"Ontario",2018-12-01,0.039,0.224,0.142,0.129,0.105,0.176,0.361,0.185
"Ontario",2019-01-01,0.038,0.224,0.144,0.129,0.106,0.176,0.361,0.184
"Ontario",2019-02-01,0.037,0.224,0.145,0.129,0.106,0.175,0.36,0.184
"Ontario",2019-03-01,0.037,0.224,0.146,0.129,0.106,0.175,0.359,0.183
"Ontario",2019-04-01,0.036,0.224,0.147,0.13,0.106,0.175,0.358,0.183
"Ontario",2019-05-01,0.035,0.224,0.148,0.13,0.106,0.174,0.358,0.182
"Ontario",2019-06-01,0.035,0.224,0.15,0.13,0.107,0.174,0.357,0.182
"Ontario",2019-07-01,0.034,0.224,0.151,0.13,0.107,0.174,0.356,0.181
"Ontario",2019-08-01,0.033,0.222,0.15,0.13,0.108,0.175,0.358,0.183
"Ontario",2019-09-01,0.032,0.221,0.15,0.13,0.108,0.176,0.361,0.184
"Ontario",2019-10-01,0.032,0.219,0.149,0.13,0.109,0.176,0.363,0.186
"Ontario",2019-11-01,0.031,0.217,0.148,0.13,0.109,0.177,0.365,0.187
"Ontario",2019-12-01,0.03,0.216,0.148,0.13,0.11,0.178,0.367,0.188
"Ontario",2020-01-01,0.03,0.214,0.147,0.13,0.11,0.179,0.37,0.19
"Ontario",2020-02-01,0.029,0.212,0.146,0.131,0.111,0.18,0.372,0.192
"Ontario",2020-03-01,0.028,0.211,0.146,0.131,0.112,0.181,0.374,0.193
"Ontario",2020-04-01,0.027,0.209,0.145,0.131,0.112,0.182,0.376,0.194
"Ontario",2020-05-01,0.027,0.207,0.144,0.131,0.113,0.182,0.378,0.196
"Ontario",2020-06-01,0.026,0.206,0.144,0.131,0.113,0.183,0.381,0.197
"Ontario",2020-07-01,0.025,0.204,0.143,0.131,0.114,0.184,0.383,0.199
"Ontario",2020-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2020-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2020-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2020-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2020-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2021-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2021-02-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2021-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2021-04-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2021-05-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2021-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2021-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2021-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2021-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2021-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ontario",2021-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2013-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2013-02-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2013-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2013-05-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2013-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2013-07-01,0.045,0.22,0.147,0.085,0.093,0.197,0.41,0.214
"Ottawa",2013-08-01,0.045,0.22,0.145,0.088,0.093,0.195,0.408,0.215
"Ottawa",2013-09-01,0.045,0.221,0.144,0.091,0.092,0.192,0.407,0.215
"Ottawa",2013-10-01,0.046,0.221,0.142,0.094,0.092,0.19,0.405,0.216
"Ottawa",2013-11-01,0.046,0.222,0.141,0.097,0.092,0.188,0.404,0.216
"Ottawa",2013-12-01,0.046,0.222,0.139,0.1,0.091,0.186,0.402,0.217
"Ottawa",2014-01-01,0.046,0.223,0.138,0.103,0.091,0.184,0.4,0.218
"Ottawa",2014-02-01,0.046,0.223,0.136,0.106,0.091,0.181,0.399,0.218
"Ottawa",2014-03-01,0.046,0.223,0.134,0.109,0.09,0.179,0.397,0.219
"Ottawa",2014-04-01,0.046,0.224,0.133,0.112,0.09,0.177,0.396,0.219
"Ottawa",2014-05-01,0.047,0.224,0.131,0.115,0.09,0.175,0.394,0.22
"Ottawa",2014-06-01,0.047,0.225,0.13,0.118,0.089,0.172,0.393,0.22
"Ottawa",2014-07-01,0.047,0.225,0.128,0.121,0.089,0.17,0.391,0.221
"Ottawa",2014-08-01,0.047,0.226,0.13,0.119,0.09,0.169,0.389,0.22
"Ottawa",2014-09-01,0.046,0.227,0.131,0.117,0.092,0.169,0.388,0.219
"Ottawa",2014-10-01,0.046,0.228,0.133,0.115,0.093,0.168,0.386,0.218
"Ottawa",2014-11-01,0.045,0.229,0.134,0.113,0.095,0.168,0.385,0.217
"Ottawa",2014-12-01,0.045,0.23,0.136,0.111,0.096,0.167,0.383,0.216
"Ottawa",2015-01-01,0.044,0.231,0.138,0.109,0.098,0.166,0.382,0.215
"Ottawa",2015-02-01,0.044,0.232,0.139,0.107,0.099,0.166,0.38,0.213
"Ottawa",2015-03-01,0.044,0.233,0.141,0.105,0.1,0.165,0.378,0.212
"Ottawa",2015-04-01,0.043,0.234,0.142,0.103,0.102,0.165,0.377,0.211
"Ottawa",2015-05-01,0.043,0.235,0.144,0.101,0.103,0.164,0.375,0.21
"Ottawa",2015-06-01,0.042,0.236,0.145,0.099,0.105,0.164,0.374,0.209
"Ottawa",2015-07-01,0.042,0.237,0.147,0.097,0.106,0.163,0.372,0.208
"Ottawa",2015-08-01,0.041,0.236,0.145,0.099,0.107,0.166,0.373,0.207
"Ottawa",2015-09-01,0.04,0.235,0.143,0.101,0.108,0.168,0.375,0.206
"Ottawa",2015-10-01,0.04,0.234,0.141,0.103,0.109,0.171,0.376,0.204
"Ottawa",2015-11-01,0.039,0.233,0.139,0.104,0.11,0.173,0.377,0.203
"Ottawa",2015-12-01,0.038,0.232,0.137,0.106,0.111,0.176,0.378,0.202
"Ottawa",2016-01-01,0.038,0.231,0.134,0.108,0.111,0.178,0.38,0.2
"Ottawa",2016-02-01,0.037,0.231,0.132,0.11,0.112,0.181,0.381,0.199
"Ottawa",2016-03-01,0.036,0.23,0.13,0.112,0.113,0.184,0.382,0.198
"Ottawa",2016-04-01,0.035,0.229,0.128,0.113,0.114,0.186,0.383,0.197
"Ottawa",2016-05-01,0.034,0.228,0.126,0.115,0.115,0.189,0.384,0.196
"Ottawa",2016-06-01,0.034,0.227,0.124,0.117,0.116,0.191,0.386,0.194
"Ottawa",2016-07-01,0.033,0.226,0.122,0.119,0.117,0.194,0.387,0.193
"Ottawa",2016-08-01,0.032,0.225,0.125,0.119,0.115,0.192,0.386,0.195
"Ottawa",2016-09-01,0.032,0.225,0.128,0.12,0.114,0.189,0.386,0.196
"Ottawa",2016-10-01,0.031,0.224,0.13,0.12,0.112,0.187,0.385,0.198
"Ottawa",2016-11-01,0.03,0.224,0.133,0.12,0.111,0.185,0.384,0.2
"Ottawa",2016-12-01,0.029,0.224,0.136,0.121,0.109,0.182,0.384,0.201
"Ottawa",2017-01-01,0.028,0.223,0.139,0.121,0.108,0.18,0.383,0.203
"Ottawa",2017-02-01,0.028,0.222,0.142,0.121,0.106,0.178,0.382,0.205
"Ottawa",2017-03-01,0.027,0.222,0.145,0.122,0.104,0.175,0.382,0.206
"Ottawa",2017-04-01,0.026,0.222,0.148,0.122,0.103,0.173,0.381,0.208
"Ottawa",2017-05-01,0.026,0.221,0.15,0.122,0.101,0.171,0.38,0.21
"Ottawa",2017-06-01,0.025,0.221,0.153,0.123,0.1,0.168,0.38,0.211
"Ottawa",2017-07-01,0.024,0.22,0.156,0.123,0.098,0.166,0.379,0.213
"Ottawa",2017-08-01,0.024,0.219,0.154,0.123,0.098,0.167,0.38,0.213
"Ottawa",2017-09-01,0.024,0.219,0.153,0.123,0.099,0.168,0.382,0.214
"Ottawa",2017-10-01,0.024,0.218,0.152,0.124,0.1,0.17,0.384,0.214
"Ottawa",2017-11-01,0.025,0.217,0.15,0.124,0.1,0.171,0.385,0.214
"Ottawa",2017-12-01,0.025,0.216,0.148,0.124,0.1,0.172,0.386,0.215
"Ottawa",2018-01-01,0.025,0.216,0.147,0.124,0.101,0.173,0.388,0.215
"Ottawa",2018-02-01,0.025,0.215,0.146,0.124,0.102,0.174,0.39,0.215
"Ottawa",2018-03-01,0.025,0.214,0.144,0.124,0.102,0.175,0.391,0.216
"Ottawa",2018-04-01,0.025,0.213,0.143,0.124,0.103,0.176,0.392,0.216
"Ottawa",2018-05-01,0.025,0.212,0.141,0.125,0.103,0.178,0.394,0.216
"Ottawa",2018-06-01,0.026,0.212,0.14,0.125,0.104,0.179,0.396,0.217
"Ottawa",2018-07-01,0.026,0.211,0.138,0.125,0.104,0.18,0.397,0.217
"Ottawa",2018-08-01,0.026,0.21,0.139,0.126,0.104,0.18,0.396,0.216
"Ottawa",2018-09-01,0.026,0.209,0.14,0.128,0.105,0.18,0.394,0.214
"Ottawa",2018-10-01,0.026,0.208,0.141,0.129,0.105,0.181,0.393,0.212
"Ottawa",2018-11-01,0.026,0.206,0.142,0.13,0.106,0.181,0.392,0.211
"Ottawa",2018-12-01,0.026,0.205,0.143,0.131,0.106,0.181,0.391,0.21
"Ottawa",2019-01-01,0.026,0.204,0.144,0.132,0.107,0.182,0.39,0.208
"Ottawa",2019-02-01,0.027,0.203,0.144,0.134,0.107,0.182,0.388,0.206
"Ottawa",2019-03-01,0.027,0.202,0.145,0.135,0.107,0.182,0.387,0.205
"Ottawa",2019-04-01,0.027,0.2,0.146,0.136,0.108,0.182,0.386,0.203
"Ottawa",2019-05-01,0.027,0.199,0.147,0.138,0.108,0.182,0.384,0.202
"Ottawa",2019-06-01,0.027,0.198,0.148,0.139,0.109,0.183,0.383,0.2
"Ottawa",2019-07-01,0.027,0.197,0.149,0.14,0.109,0.183,0.382,0.199
"Ottawa",2019-08-01,0.027,0.195,0.148,0.139,0.109,0.183,0.386,0.203
"Ottawa",2019-09-01,0.028,0.193,0.147,0.138,0.108,0.183,0.39,0.207
"Ottawa",2019-10-01,0.028,0.191,0.146,0.138,0.108,0.182,0.393,0.211
"Ottawa",2019-11-01,0.028,0.189,0.145,0.137,0.107,0.182,0.397,0.215
"Ottawa",2019-12-01,0.028,0.187,0.144,0.136,0.107,0.182,0.401,0.219
"Ottawa",2020-01-01,0.028,0.185,0.143,0.135,0.107,0.182,0.404,0.222
"Ottawa",2020-02-01,0.028,0.183,0.141,0.134,0.106,0.182,0.408,0.226
"Ottawa",2020-03-01,0.028,0.181,0.14,0.133,0.106,0.182,0.412,0.23
"Ottawa",2020-04-01,0.029,0.179,0.139,0.132,0.105,0.182,0.416,0.234
"Ottawa",2020-05-01,0.029,0.177,0.138,0.132,0.105,0.181,0.42,0.238
"Ottawa",2020-06-01,0.029,0.175,0.137,0.131,0.104,0.181,0.423,0.242
"Ottawa",2020-07-01,0.029,0.173,0.136,0.13,0.104,0.181,0.427,0.246
"Ottawa",2020-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2020-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2020-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2020-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2020-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2021-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2021-02-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2021-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2021-04-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2021-05-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2021-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2021-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2021-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2021-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2021-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"Ottawa",2021-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2013-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2013-02-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2013-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2013-05-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2013-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2013-07-01,0.037,0.282,0.19,0.132,0.11,0.148,0.249,0.102
"Quebec",2013-08-01,0.037,0.282,0.19,0.132,0.11,0.149,0.25,0.102
"Quebec",2013-09-01,0.036,0.283,0.189,0.132,0.11,0.15,0.25,0.101
"Quebec",2013-10-01,0.036,0.283,0.189,0.132,0.11,0.151,0.251,0.101
"Quebec",2013-11-01,0.035,0.283,0.189,0.132,0.11,0.152,0.252,0.101
"Quebec",2013-12-01,0.034,0.284,0.188,0.132,0.11,0.153,0.252,0.1
"Quebec",2014-01-01,0.034,0.284,0.188,0.132,0.11,0.154,0.253,0.1
"Quebec",2014-02-01,0.034,0.284,0.188,0.131,0.109,0.154,0.254,0.1
"Quebec",2014-03-01,0.033,0.285,0.187,0.131,0.109,0.155,0.254,0.099
"Quebec",2014-04-01,0.032,0.285,0.187,0.131,0.109,0.156,0.255,0.099
"Quebec",2014-05-01,0.032,0.285,0.187,0.131,0.109,0.157,0.256,0.099
"Quebec",2014-06-01,0.032,0.286,0.186,0.131,0.109,0.158,0.256,0.098
"Quebec",2014-07-01,0.031,0.286,0.186,0.131,0.109,0.159,0.257,0.098
"Quebec",2014-08-01,0.031,0.287,0.185,0.131,0.109,0.159,0.257,0.097
"Quebec",2014-09-01,0.032,0.287,0.184,0.131,0.11,0.16,0.256,0.097
"Quebec",2014-10-01,0.032,0.288,0.183,0.132,0.11,0.16,0.256,0.096
"Quebec",2014-11-01,0.032,0.288,0.182,0.132,0.111,0.16,0.255,0.095
"Quebec",2014-12-01,0.033,0.289,0.181,0.132,0.111,0.16,0.255,0.095
"Quebec",2015-01-01,0.033,0.29,0.18,0.132,0.111,0.16,0.254,0.094
"Quebec",2015-02-01,0.033,0.29,0.178,0.132,0.112,0.161,0.254,0.093
"Quebec",2015-03-01,0.034,0.291,0.177,0.132,0.112,0.161,0.254,0.093
"Quebec",2015-04-01,0.034,0.291,0.176,0.132,0.113,0.161,0.253,0.092
"Quebec",2015-05-01,0.034,0.292,0.175,0.133,0.113,0.162,0.253,0.091
"Quebec",2015-06-01,0.035,0.292,0.174,0.133,0.114,0.162,0.252,0.091
"Quebec",2015-07-01,0.035,0.293,0.173,0.133,0.114,0.162,0.252,0.09
"Quebec",2015-08-01,0.035,0.292,0.174,0.133,0.113,0.161,0.253,0.092
"Quebec",2015-09-01,0.035,0.291,0.176,0.132,0.112,0.161,0.254,0.093
"Quebec",2015-10-01,0.034,0.29,0.178,0.132,0.111,0.16,0.255,0.095
"Quebec",2015-11-01,0.034,0.289,0.179,0.132,0.111,0.16,0.256,0.097
"Quebec",2015-12-01,0.034,0.288,0.18,0.131,0.11,0.159,0.257,0.098
"Quebec",2016-01-01,0.034,0.286,0.182,0.131,0.109,0.158,0.258,0.1
"Quebec",2016-02-01,0.034,0.285,0.184,0.131,0.108,0.158,0.259,0.102
"Quebec",2016-03-01,0.034,0.284,0.185,0.13,0.107,0.157,0.26,0.103
"Quebec",2016-04-01,0.034,0.283,0.186,0.13,0.106,0.157,0.261,0.105
"Quebec",2016-05-01,0.033,0.282,0.188,0.13,0.106,0.156,0.262,0.107
"Quebec",2016-06-01,0.033,0.281,0.19,0.129,0.105,0.156,0.263,0.108
"Quebec",2016-07-01,0.033,0.28,0.191,0.129,0.104,0.155,0.264,0.11
"Quebec",2016-08-01,0.033,0.281,0.189,0.129,0.104,0.155,0.264,0.11
"Quebec",2016-09-01,0.033,0.282,0.187,0.13,0.104,0.155,0.264,0.11
"Quebec",2016-10-01,0.034,0.283,0.184,0.13,0.105,0.155,0.264,0.11
"Quebec",2016-11-01,0.034,0.284,0.182,0.13,0.105,0.155,0.265,0.11
"Quebec",2016-12-01,0.034,0.285,0.18,0.131,0.105,0.155,0.265,0.11
"Quebec",2017-01-01,0.034,0.287,0.178,0.131,0.106,0.156,0.265,0.11
"Quebec",2017-02-01,0.034,0.288,0.176,0.131,0.106,0.156,0.265,0.11
"Quebec",2017-03-01,0.034,0.289,0.174,0.132,0.106,0.156,0.265,0.11
"Quebec",2017-04-01,0.034,0.29,0.172,0.132,0.106,0.156,0.266,0.11
"Quebec",2017-05-01,0.035,0.291,0.169,0.132,0.107,0.156,0.266,0.11
"Quebec",2017-06-01,0.035,0.292,0.167,0.133,0.107,0.156,0.266,0.11
"Quebec",2017-07-01,0.035,0.293,0.165,0.133,0.107,0.156,0.266,0.11
"Quebec",2017-08-01,0.034,0.292,0.166,0.133,0.107,0.156,0.266,0.11
"Quebec",2017-09-01,0.034,0.292,0.167,0.133,0.107,0.155,0.266,0.111
"Quebec",2017-10-01,0.034,0.291,0.168,0.134,0.107,0.155,0.266,0.112
"Quebec",2017-11-01,0.033,0.29,0.169,0.134,0.107,0.154,0.266,0.112
"Quebec",2017-12-01,0.032,0.29,0.17,0.134,0.107,0.154,0.266,0.112
"Quebec",2018-01-01,0.032,0.289,0.172,0.134,0.107,0.154,0.266,0.113
"Quebec",2018-02-01,0.032,0.288,0.173,0.134,0.106,0.153,0.267,0.113
"Quebec",2018-03-01,0.031,0.288,0.174,0.134,0.106,0.153,0.267,0.114
"Quebec",2018-04-01,0.03,0.287,0.175,0.134,0.106,0.152,0.267,0.114
"Quebec",2018-05-01,0.03,0.286,0.176,0.135,0.106,0.152,0.267,0.115
"Quebec",2018-06-01,0.029,0.286,0.177,0.135,0.106,0.151,0.267,0.115
"Quebec",2018-07-01,0.029,0.285,0.178,0.135,0.106,0.151,0.267,0.116
"Quebec",2018-08-01,0.029,0.285,0.177,0.135,0.106,0.152,0.268,0.117
"Quebec",2018-09-01,0.029,0.284,0.175,0.135,0.106,0.152,0.27,0.118
"Quebec",2018-10-01,0.03,0.284,0.174,0.135,0.106,0.153,0.272,0.119
"Quebec",2018-11-01,0.03,0.283,0.172,0.135,0.106,0.153,0.273,0.12
"Quebec",2018-12-01,0.03,0.283,0.171,0.135,0.106,0.154,0.274,0.121
"Quebec",2019-01-01,0.03,0.282,0.17,0.136,0.106,0.154,0.276,0.122
"Quebec",2019-02-01,0.031,0.282,0.168,0.136,0.107,0.155,0.277,0.122
"Quebec",2019-03-01,0.031,0.281,0.167,0.136,0.107,0.156,0.279,0.123
"Quebec",2019-04-01,0.031,0.28,0.165,0.136,0.107,0.156,0.28,0.124
"Quebec",2019-05-01,0.032,0.28,0.164,0.136,0.107,0.157,0.282,0.125
"Quebec",2019-06-01,0.032,0.28,0.162,0.136,0.107,0.157,0.284,0.126
"Quebec",2019-07-01,0.032,0.279,0.161,0.136,0.107,0.158,0.285,0.127
"Quebec",2019-08-01,0.031,0.277,0.162,0.136,0.107,0.16,0.287,0.127
"Quebec",2019-09-01,0.03,0.274,0.164,0.136,0.108,0.161,0.289,0.128
"Quebec",2019-10-01,0.029,0.272,0.165,0.135,0.108,0.163,0.291,0.128
"Quebec",2019-11-01,0.028,0.269,0.167,0.135,0.109,0.165,0.293,0.128
"Quebec",2019-12-01,0.027,0.267,0.168,0.135,0.109,0.166,0.295,0.128
"Quebec",2020-01-01,0.026,0.264,0.169,0.134,0.11,0.168,0.296,0.128
"Quebec",2020-02-01,0.024,0.262,0.171,0.134,0.11,0.17,0.298,0.129
"Quebec",2020-03-01,0.023,0.26,0.172,0.134,0.111,0.171,0.3,0.129
"Quebec",2020-04-01,0.022,0.257,0.174,0.134,0.111,0.173,0.302,0.129
"Quebec",2020-05-01,0.021,0.255,0.175,0.134,0.112,0.175,0.304,0.13
"Quebec",2020-06-01,0.02,0.252,0.177,0.133,0.112,0.176,0.306,0.13
"Quebec",2020-07-01,0.019,0.25,0.178,0.133,0.113,0.178,0.308,0.13
"Quebec",2020-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2020-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2020-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2020-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2020-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2021-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2021-02-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2021-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2021-04-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2021-05-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2021-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2021-07-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2021-08-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2021-10-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2021-11-01,NA,NA,NA,NA,NA,NA,NA,NA
"Quebec",2021-12-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2013-01-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2013-02-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2013-03-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2013-05-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2013-06-01,NA,NA,NA,NA,NA,NA,NA,NA
"Toronto",2013-07-01,0.038,0.235,0.176,0.114,0.092,0.155,0.345,0.19
"Toronto",2013-08-01,0.039,0.235,0.173,0.114,0.093,0.155,0.346,0.191
"Toronto",2013-09-01,0.041,0.235,0.17,0.114,0.094,0.156,0.347,0.191
"Toronto",2013-10-01,0.042,0.234,0.168,0.113,0.095,0.156,0.348,0.192
"Toronto",2013-11-01,0.044,0.234,0.165,0.113,0.096,0.156,0.348,0.192
"Toronto",2013-12-01,0.045,0.234,0.162,0.113,0.097,0.156,0.349,0.193
"Toronto",2014-01-01,0.046,0.234,0.159,0.112,0.098,0.156,0.35,0.194
"Toronto",2014-02-01,0.048,0.233,0.156,0.112,0.099,0.157,0.351,0.194
"Toronto",2014-03-01,0.049,0.233,0.153,0.112,0.1,0.157,0.352,0.195
"Toronto",2014-04-01,0.051,0.233,0.151,0.112,0.101,0.157,0.352,0.195
"Toronto",2014-05-01,0.052,0.233,0.148,0.111,0.102,0.158,0.353,0.196
"Toronto",2014-06-01,0.054,0.232,0.145,0.111,0.103,0.158,0.354,0.196
"Toronto",2014-07-01,0.055,0.232,0.142,0.111,0.104,0.158,0.355,0.197
"Toronto",2014-08-01,0.055,0.231,0.143,0.111,0.102,0.159,0.356,0.197
"Toronto",2014-09-01,0.054,0.231,0.145,0.112,0.101,0.16,0.356,0.197
"Toronto",2014-10-01,0.054,0.23,0.146,0.112,0.099,0.16,0.357,0.197
"Toronto",2014-11-01,0.054,0.23,0.147,0.113,0.098,0.161,0.358,0.197
"Toronto",2014-12-01,0.053,0.229,0.148,0.113,0.096,0.162,0.359,0.197
"Toronto",2015-01-01,0.053,0.229,0.15,0.114,0.095,0.162,0.36,0.197
"Toronto",2015-02-01,0.053,0.228,0.151,0.114,0.094,0.163,0.36,0.197
"Toronto",2015-03-01,0.052,0.227,0.152,0.115,0.092,0.164,0.361,0.197
"Toronto",2015-04-01,0.052,0.227,0.153,0.116,0.09,0.165,0.362,0.197
"Toronto",2015-05-01,0.052,0.226,0.154,0.116,0.089,0.165,0.362,0.197
"Toronto",2015-06-01,0.051,0.226,0.156,0.116,0.088,0.166,0.363,0.197
"Toronto",2015-07-01,0.051,0.225,0.157,0.117,0.086,0.167,0.364,0.197
"Toronto",2015-08-01,0.05,0.227,0.156,0.117,0.086,0.167,0.364,0.197
"Toronto",2015-09-01,0.049,0.228,0.156,0.116,0.086,0.166,0.364,0.198
"Toronto",2015-10-01,0.048,0.23,0.155,0.116,0.087,0.166,0.365,0.198
"Toronto",2015-11-01,0.047,0.231,0.154,0.116,0.087,0.166,0.365,0.199
"Toronto",2015-12-01,0.046,0.233,0.153,0.115,0.087,0.166,0.365,0.199
"Toronto",2016-01-01,0.045,0.234,0.153,0.115,0.088,0.165,0.366,0.2
"Toronto",2016-02-01,0.044,0.236,0.152,0.115,0.088,0.165,0.366,0.2
"Toronto",2016-03-01,0.043,0.238,0.151,0.114,0.088,0.165,0.366,0.201
"Toronto",2016-04-01,0.042,0.239,0.15,0.114,0.088,0.165,0.366,0.202
"Toronto",2016-05-01,0.041,0.241,0.15,0.114,0.088,0.164,0.367,0.202
"Toronto",2016-06-01,0.04,0.242,0.149,0.113,0.089,0.164,0.367,0.202
"Toronto",2016-07-01,0.039,0.244,0.148,0.113,0.089,0.164,0.367,0.203
"Toronto",2016-08-01,0.04,0.24,0.148,0.114,0.09,0.165,0.369,0.204
"Toronto",2016-09-01,0.041,0.235,0.147,0.114,0.092,0.166,0.371,0.205
"Toronto",2016-10-01,0.042,0.231,0.147,0.115,0.093,0.167,0.373,0.206
"Toronto",2016-11-01,0.042,0.226,0.146,0.115,0.094,0.168,0.375,0.207
"Toronto",2016-12-01,0.043,0.222,0.146,0.116,0.096,0.169,0.377,0.208
"Toronto",2017-01-01,0.044,0.218,0.146,0.116,0.097,0.17,0.379,0.209
"Toronto",2017-02-01,0.045,0.213,0.145,0.117,0.098,0.172,0.381,0.209
"Toronto",2017-03-01,0.046,0.209,0.145,0.118,0.1,0.173,0.383,0.21
"Toronto",2017-04-01,0.046,0.204,0.144,0.118,0.101,0.174,0.385,0.211
"Toronto",2017-05-01,0.047,0.2,0.144,0.119,0.102,0.175,0.387,0.212
"Toronto",2017-06-01,0.048,0.195,0.143,0.119,0.104,0.176,0.389,0.213
