"Date","GEO","VALUE","val_norm","SCALAR_FACTOR","UOM","Census_type","Family_type","Statistics"
2013-07-01,"Quebec",212370,212370,"units","Number","Couple families","Family types with 1 child","Number of persons aged 0 to 17 years"
2013-07-01,"Quebec",869480,869480,"units","Number","Couple families","Family types with 1 child","Number of persons aged 18 to 64 years"
2013-07-01,"Quebec",69810,69810,"units","Number","Couple families","Family types with 1 child","Number of persons aged 65 years and over"
2013-07-01,"Quebec",88950,88950,"units","Dollars","Couple families","Family types with 1 child","Median before-tax family income"
2013-07-01,"Quebec",75820,75820,"units","Dollars","Couple families","Family types with 1 child","Median after-tax family income"
2013-07-01,"Quebec",381580,381580,"units","Number","Couple families","Family types with 2 children","Number of families"
2013-07-01,"Quebec",1526340,1526340,"units","Number","Couple families","Family types with 2 children","Number of persons"
2013-07-01,"Quebec",577080,577080,"units","Number","Couple families","Family types with 2 children","Number of persons aged 0 to 17 years"
2013-07-01,"Quebec",939840,939840,"units","Number","Couple families","Family types with 2 children","Number of persons aged 18 to 64 years"
2013-07-01,"Quebec",9420,9420,"units","Number","Couple families","Family types with 2 children","Number of persons aged 65 years and over"
2013-07-01,"Quebec",103000,103000,"units","Dollars","Couple families","Family types with 2 children","Median before-tax family income"
2013-07-01,"Quebec",86910,86910,"units","Dollars","Couple families","Family types with 2 children","Median after-tax family income"
2013-07-01,"Quebec",164270,164270,"units","Number","Couple families","Family types with 3 or more children","Number of families"
2013-07-01,"Quebec",877470,877470,"units","Number","Couple families","Family types with 3 or more children","Number of persons"
2013-07-01,"Quebec",440790,440790,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2013-07-01,"Quebec",435080,435080,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2013-07-01,"Quebec",1590,1590,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 65 years and over"
2013-07-01,"Quebec",95530,95530,"units","Dollars","Couple families","Family types with 3 or more children","Median before-tax family income"
2013-07-01,"Quebec",83160,83160,"units","Dollars","Couple families","Family types with 3 or more children","Median after-tax family income"
2013-07-01,"Quebec",310820,310820,"units","Number","Lone-parent families","Family types with or without children","Number of families"
2013-07-01,"Quebec",771010,771010,"units","Number","Lone-parent families","Family types with or without children","Number of persons"
2013-07-01,"Quebec",313710,313710,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 0 to 17 years"
2013-07-01,"Quebec",415940,415940,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 18 to 64 years"
2013-07-01,"Quebec",41360,41360,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 65 years and over"
2013-07-01,"Quebec",43360,43360,"units","Dollars","Lone-parent families","Family types with or without children","Median before-tax family income"
2013-07-01,"Quebec",41050,41050,"units","Dollars","Lone-parent families","Family types with or without children","Median after-tax family income"
2013-07-01,"Quebec",199580,199580,"units","Number","Lone-parent families","Family types with 1 child","Number of families"
2013-07-01,"Quebec",399150,399150,"units","Number","Lone-parent families","Family types with 1 child","Number of persons"
2013-07-01,"Quebec",107300,107300,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 0 to 17 years"
2013-07-01,"Quebec",254510,254510,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 18 to 64 years"
2013-07-01,"Quebec",37350,37350,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 65 years and over"
2013-07-01,"Quebec",42340,42340,"units","Dollars","Lone-parent families","Family types with 1 child","Median before-tax family income"
2013-07-01,"Quebec",39720,39720,"units","Dollars","Lone-parent families","Family types with 1 child","Median after-tax family income"
2013-07-01,"Quebec",82780,82780,"units","Number","Lone-parent families","Family types with 2 children","Number of families"
2013-07-01,"Quebec",248330,248330,"units","Number","Lone-parent families","Family types with 2 children","Number of persons"
2013-07-01,"Quebec",126180,126180,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 0 to 17 years"
2013-07-01,"Quebec",118340,118340,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 18 to 64 years"
2013-07-01,"Quebec",3810,3810,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 65 years and over"
2013-07-01,"Quebec",46040,46040,"units","Dollars","Lone-parent families","Family types with 2 children","Median before-tax family income"
2013-07-01,"Quebec",44040,44040,"units","Dollars","Lone-parent families","Family types with 2 children","Median after-tax family income"
2013-07-01,"Quebec",28470,28470,"units","Number","Lone-parent families","Family types with 3 or more children","Number of families"
2013-07-01,"Quebec",123520,123520,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons"
2013-07-01,"Quebec",80230,80230,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2013-07-01,"Quebec",43090,43090,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2013-07-01,"Quebec",200,200,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 65 years and over"
2013-07-01,"Quebec",42480,42480,"units","Dollars","Lone-parent families","Family types with 3 or more children","Median before-tax family income"
2013-07-01,"Quebec",41950,41950,"units","Dollars","Lone-parent families","Family types with 3 or more children","Median after-tax family income"
2013-07-01,"Quebec",1604810,1604810,"units","Number","Persons not in census families","Family types with or without children","Number of families"
2013-07-01,"Quebec",1604810,1604810,"units","Number","Persons not in census families","Family types with or without children","Number of persons"
2013-07-01,"Quebec",16840,16840,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 0 to 17 years"
2013-07-01,"Quebec",1056900,1056900,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 18 to 64 years"
2013-07-01,"Quebec",531070,531070,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 65 years and over"
2013-07-01,"Quebec",24880,24880,"units","Dollars","Persons not in census families","Family types with or without children","Median before-tax family income"
2013-07-01,"Quebec",23640,23640,"units","Dollars","Persons not in census families","Family types with or without children","Median after-tax family income"
2013-07-01,"Quebec",1604810,1604810,"units","Number","Persons not in census families","Family types without children","Number of families"
2013-07-01,"Quebec",1604810,1604810,"units","Number","Persons not in census families","Family types without children","Number of persons"
2013-07-01,"Quebec",16840,16840,"units","Number","Persons not in census families","Family types without children","Number of persons aged 0 to 17 years"
2013-07-01,"Quebec",1056900,1056900,"units","Number","Persons not in census families","Family types without children","Number of persons aged 18 to 64 years"
2013-07-01,"Quebec",531070,531070,"units","Number","Persons not in census families","Family types without children","Number of persons aged 65 years and over"
2013-07-01,"Quebec",24880,24880,"units","Dollars","Persons not in census families","Family types without children","Median before-tax family income"
2013-07-01,"Quebec",23640,23640,"units","Dollars","Persons not in census families","Family types without children","Median after-tax family income"
2013-07-01,"Montreal",1850940,1850940,"units","Number","All family units","Family types with or without children","Number of families"
2013-07-01,"Montreal",3825470,3825470,"units","Number","All family units","Family types with or without children","Number of persons"
2013-07-01,"Montreal",784290,784290,"units","Number","All family units","Family types with or without children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",2443100,2443100,"units","Number","All family units","Family types with or without children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",598070,598070,"units","Number","All family units","Family types with or without children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",47690,47690,"units","Dollars","All family units","Family types with or without children","Median before-tax family income"
2013-07-01,"Montreal",42520,42520,"units","Dollars","All family units","Family types with or without children","Median after-tax family income"
2013-07-01,"Montreal",1230610,1230610,"units","Number","All family units","Family types without children","Number of families"
2013-07-01,"Montreal",1658870,1658870,"units","Number","All family units","Family types without children","Number of persons"
2013-07-01,"Montreal",9120,9120,"units","Number","All family units","Family types without children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",1115200,1115200,"units","Number","All family units","Family types without children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",534560,534560,"units","Number","All family units","Family types without children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",36820,36820,"units","Dollars","All family units","Family types without children","Median before-tax family income"
2013-07-01,"Montreal",33210,33210,"units","Dollars","All family units","Family types without children","Median after-tax family income"
2013-07-01,"Montreal",287930,287930,"units","Number","All family units","Family types with 1 child","Number of families"
2013-07-01,"Montreal",764570,764570,"units","Number","All family units","Family types with 1 child","Number of persons"
2013-07-01,"Montreal",164950,164950,"units","Number","All family units","Family types with 1 child","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",545120,545120,"units","Number","All family units","Family types with 1 child","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",54500,54500,"units","Number","All family units","Family types with 1 child","Number of persons aged 65 years and over"
2013-07-01,"Montreal",69360,69360,"units","Dollars","All family units","Family types with 1 child","Median before-tax family income"
2013-07-01,"Montreal",60530,60530,"units","Dollars","All family units","Family types with 1 child","Median after-tax family income"
2013-07-01,"Montreal",237240,237240,"units","Number","All family units","Family types with 2 children","Number of families"
2013-07-01,"Montreal",908250,908250,"units","Number","All family units","Family types with 2 children","Number of persons"
2013-07-01,"Montreal",357260,357260,"units","Number","All family units","Family types with 2 children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",543180,543180,"units","Number","All family units","Family types with 2 children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",7810,7810,"units","Number","All family units","Family types with 2 children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",91980,91980,"units","Dollars","All family units","Family types with 2 children","Median before-tax family income"
2013-07-01,"Montreal",78580,78580,"units","Dollars","All family units","Family types with 2 children","Median after-tax family income"
2013-07-01,"Montreal",95150,95150,"units","Number","All family units","Family types with 3 or more children","Number of families"
2013-07-01,"Montreal",493780,493780,"units","Number","All family units","Family types with 3 or more children","Number of persons"
2013-07-01,"Montreal",252970,252970,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",239610,239610,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",1200,1200,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",82050,82050,"units","Dollars","All family units","Family types with 3 or more children","Median before-tax family income"
2013-07-01,"Montreal",73190,73190,"units","Dollars","All family units","Family types with 3 or more children","Median after-tax family income"
2013-07-01,"Montreal",1048580,1048580,"units","Number","All census families","Family types with or without children","Number of families"
2013-07-01,"Montreal",3023110,3023110,"units","Number","All census families","Family types with or without children","Number of persons"
2013-07-01,"Montreal",776340,776340,"units","Number","All census families","Family types with or without children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",1894500,1894500,"units","Number","All census families","Family types with or without children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",352270,352270,"units","Number","All census families","Family types with or without children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",73250,73250,"units","Dollars","All census families","Family types with or without children","Median before-tax family income"
2013-07-01,"Montreal",63360,63360,"units","Dollars","All census families","Family types with or without children","Median after-tax family income"
2013-07-01,"Montreal",428260,428260,"units","Number","All census families","Family types without children","Number of families"
2013-07-01,"Montreal",856520,856520,"units","Number","All census families","Family types without children","Number of persons"
2013-07-01,"Montreal",1170,1170,"units","Number","All census families","Family types without children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",566600,566600,"units","Number","All census families","Family types without children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",288750,288750,"units","Number","All census families","Family types without children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",65760,65760,"units","Dollars","All census families","Family types without children","Median before-tax family income"
2013-07-01,"Montreal",56910,56910,"units","Dollars","All census families","Family types without children","Median after-tax family income"
2013-07-01,"Montreal",287930,287930,"units","Number","All census families","Family types with 1 child","Number of families"
2013-07-01,"Montreal",764570,764570,"units","Number","All census families","Family types with 1 child","Number of persons"
2013-07-01,"Montreal",164950,164950,"units","Number","All census families","Family types with 1 child","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",545120,545120,"units","Number","All census families","Family types with 1 child","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",54500,54500,"units","Number","All census families","Family types with 1 child","Number of persons aged 65 years and over"
2013-07-01,"Montreal",69360,69360,"units","Dollars","All census families","Family types with 1 child","Median before-tax family income"
2013-07-01,"Montreal",60530,60530,"units","Dollars","All census families","Family types with 1 child","Median after-tax family income"
2013-07-01,"Montreal",237240,237240,"units","Number","All census families","Family types with 2 children","Number of families"
2013-07-01,"Montreal",908250,908250,"units","Number","All census families","Family types with 2 children","Number of persons"
2013-07-01,"Montreal",357260,357260,"units","Number","All census families","Family types with 2 children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",543180,543180,"units","Number","All census families","Family types with 2 children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",7810,7810,"units","Number","All census families","Family types with 2 children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",91980,91980,"units","Dollars","All census families","Family types with 2 children","Median before-tax family income"
2013-07-01,"Montreal",78580,78580,"units","Dollars","All census families","Family types with 2 children","Median after-tax family income"
2013-07-01,"Montreal",95150,95150,"units","Number","All census families","Family types with 3 or more children","Number of families"
2013-07-01,"Montreal",493780,493780,"units","Number","All census families","Family types with 3 or more children","Number of persons"
2013-07-01,"Montreal",252970,252970,"units","Number","All census families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",239610,239610,"units","Number","All census families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",1200,1200,"units","Number","All census families","Family types with 3 or more children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",82050,82050,"units","Dollars","All census families","Family types with 3 or more children","Median before-tax family income"
2013-07-01,"Montreal",73190,73190,"units","Dollars","All census families","Family types with 3 or more children","Median after-tax family income"
2013-07-01,"Montreal",895250,895250,"units","Number","Couple families","Family types with or without children","Number of families"
2013-07-01,"Montreal",2644530,2644530,"units","Number","Couple families","Family types with or without children","Number of persons"
2013-07-01,"Montreal",623710,623710,"units","Number","Couple families","Family types with or without children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",1689990,1689990,"units","Number","Couple families","Family types with or without children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",330830,330830,"units","Number","Couple families","Family types with or without children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",80140,80140,"units","Dollars","Couple families","Family types with or without children","Median before-tax family income"
2013-07-01,"Montreal",68550,68550,"units","Dollars","Couple families","Family types with or without children","Median after-tax family income"
2013-07-01,"Montreal",428260,428260,"units","Number","Couple families","Family types without children","Number of families"
2013-07-01,"Montreal",856520,856520,"units","Number","Couple families","Family types without children","Number of persons"
2013-07-01,"Montreal",1170,1170,"units","Number","Couple families","Family types without children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",566600,566600,"units","Number","Couple families","Family types without children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",288750,288750,"units","Number","Couple families","Family types without children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",65760,65760,"units","Dollars","Couple families","Family types without children","Median before-tax family income"
2013-07-01,"Montreal",56910,56910,"units","Dollars","Couple families","Family types without children","Median after-tax family income"
2013-07-01,"Montreal",188720,188720,"units","Number","Couple families","Family types with 1 child","Number of families"
2013-07-01,"Montreal",566160,566160,"units","Number","Couple families","Family types with 1 child","Number of persons"
2013-07-01,"Montreal",110700,110700,"units","Number","Couple families","Family types with 1 child","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",420240,420240,"units","Number","Couple families","Family types with 1 child","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",35220,35220,"units","Number","Couple families","Family types with 1 child","Number of persons aged 65 years and over"
2013-07-01,"Montreal",88390,88390,"units","Dollars","Couple families","Family types with 1 child","Median before-tax family income"
2013-07-01,"Montreal",75210,75210,"units","Dollars","Couple families","Family types with 1 child","Median after-tax family income"
2013-07-01,"Montreal",196510,196510,"units","Number","Couple families","Family types with 2 children","Number of families"
2013-07-01,"Montreal",786050,786050,"units","Number","Couple families","Family types with 2 children","Number of persons"
2013-07-01,"Montreal",296040,296040,"units","Number","Couple families","Family types with 2 children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",484260,484260,"units","Number","Couple families","Family types with 2 children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",5760,5760,"units","Number","Couple families","Family types with 2 children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",103210,103210,"units","Dollars","Couple families","Family types with 2 children","Median before-tax family income"
2013-07-01,"Montreal",86810,86810,"units","Dollars","Couple families","Family types with 2 children","Median after-tax family income"
2013-07-01,"Montreal",81760,81760,"units","Number","Couple families","Family types with 3 or more children","Number of families"
2013-07-01,"Montreal",435790,435790,"units","Number","Couple families","Family types with 3 or more children","Number of persons"
2013-07-01,"Montreal",215810,215810,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",218890,218890,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",1100,1100,"units","Number","Couple families","Family types with 3 or more children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",91620,91620,"units","Dollars","Couple families","Family types with 3 or more children","Median before-tax family income"
2013-07-01,"Montreal",80210,80210,"units","Dollars","Couple families","Family types with 3 or more children","Median after-tax family income"
2013-07-01,"Montreal",153330,153330,"units","Number","Lone-parent families","Family types with or without children","Number of families"
2013-07-01,"Montreal",378590,378590,"units","Number","Lone-parent families","Family types with or without children","Number of persons"
2013-07-01,"Montreal",152630,152630,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",204520,204520,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",21440,21440,"units","Number","Lone-parent families","Family types with or without children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",43630,43630,"units","Dollars","Lone-parent families","Family types with or without children","Median before-tax family income"
2013-07-01,"Montreal",41260,41260,"units","Dollars","Lone-parent families","Family types with or without children","Median after-tax family income"
2013-07-01,"Montreal",99210,99210,"units","Number","Lone-parent families","Family types with 1 child","Number of families"
2013-07-01,"Montreal",198410,198410,"units","Number","Lone-parent families","Family types with 1 child","Number of persons"
2013-07-01,"Montreal",54250,54250,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",124880,124880,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",19280,19280,"units","Number","Lone-parent families","Family types with 1 child","Number of persons aged 65 years and over"
2013-07-01,"Montreal",42540,42540,"units","Dollars","Lone-parent families","Family types with 1 child","Median before-tax family income"
2013-07-01,"Montreal",39920,39920,"units","Dollars","Lone-parent families","Family types with 1 child","Median after-tax family income"
2013-07-01,"Montreal",40730,40730,"units","Number","Lone-parent families","Family types with 2 children","Number of families"
2013-07-01,"Montreal",122190,122190,"units","Number","Lone-parent families","Family types with 2 children","Number of persons"
2013-07-01,"Montreal",61220,61220,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",58920,58920,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",2060,2060,"units","Number","Lone-parent families","Family types with 2 children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",46590,46590,"units","Dollars","Lone-parent families","Family types with 2 children","Median before-tax family income"
2013-07-01,"Montreal",44490,44490,"units","Dollars","Lone-parent families","Family types with 2 children","Median after-tax family income"
2013-07-01,"Montreal",13400,13400,"units","Number","Lone-parent families","Family types with 3 or more children","Number of families"
2013-07-01,"Montreal",57980,57980,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons"
2013-07-01,"Montreal",37160,37160,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",20720,20720,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",110,110,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",42490,42490,"units","Dollars","Lone-parent families","Family types with 3 or more children","Median before-tax family income"
2013-07-01,"Montreal",41960,41960,"units","Dollars","Lone-parent families","Family types with 3 or more children","Median after-tax family income"
2013-07-01,"Montreal",802360,802360,"units","Number","Persons not in census families","Family types with or without children","Number of families"
2013-07-01,"Montreal",802360,802360,"units","Number","Persons not in census families","Family types with or without children","Number of persons"
2013-07-01,"Montreal",7950,7950,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",548600,548600,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",245810,245810,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",25150,25150,"units","Dollars","Persons not in census families","Family types with or without children","Median before-tax family income"
2013-07-01,"Montreal",23820,23820,"units","Dollars","Persons not in census families","Family types with or without children","Median after-tax family income"
2013-07-01,"Montreal",802360,802360,"units","Number","Persons not in census families","Family types without children","Number of families"
2013-07-01,"Montreal",802360,802360,"units","Number","Persons not in census families","Family types without children","Number of persons"
2013-07-01,"Montreal",7950,7950,"units","Number","Persons not in census families","Family types without children","Number of persons aged 0 to 17 years"
2013-07-01,"Montreal",548600,548600,"units","Number","Persons not in census families","Family types without children","Number of persons aged 18 to 64 years"
2013-07-01,"Montreal",245810,245810,"units","Number","Persons not in census families","Family types without children","Number of persons aged 65 years and over"
2013-07-01,"Montreal",25150,25150,"units","Dollars","Persons not in census families","Family types without children","Median before-tax family income"
2013-07-01,"Montreal",23820,23820,"units","Dollars","Persons not in census families","Family types without children","Median after-tax family income"
2013-07-01,"Ontario",5751910,5751910,"units","Number","All family units","Family types with or without children","Number of families"
2013-07-01,"Ontario",12912940,12912940,"units","Number","All family units","Family types with or without children","Number of persons"
2013-07-01,"Ontario",2760630,2760630,"units","Number","All family units","Family types with or without children","Number of persons aged 0 to 17 years"
2013-07-01,"Ontario",8132340,8132340,"units","Number","All family units","Family types with or without children","Number of persons aged 18 to 64 years"
2013-07-01,"Ontario",2019970,2019970,"units","Number","All family units","Family types with or without children","Number of persons aged 65 years and over"
2013-07-01,"Ontario",54380,54380,"units","Dollars","All family units","Family types with or without children","Median before-tax family income"
2013-07-01,"Ontario",49040,49040,"units","Dollars","All family units","Family types with or without children","Median after-tax family income"
2013-07-01,"Ontario",3481830,3481830,"units","Number","All family units","Family types without children","Number of families"
2013-07-01,"Ontario",4925630,4925630,"units","Number","All family units","Family types without children","Number of persons"
2013-07-01,"Ontario",14850,14850,"units","Number","All family units","Family types without children","Number of persons aged 0 to 17 years"
2013-07-01,"Ontario",3163260,3163260,"units","Number","All family units","Family types without children","Number of persons aged 18 to 64 years"
2013-07-01,"Ontario",1747520,1747520,"units","Number","All family units","Family types without children","Number of persons aged 65 years and over"
2013-07-01,"Ontario",40940,40940,"units","Dollars","All family units","Family types without children","Median before-tax family income"
2013-07-01,"Ontario",37470,37470,"units","Dollars","All family units","Family types without children","Median after-tax family income"
2013-07-01,"Ontario",1033960,1033960,"units","Number","All family units","Family types with 1 child","Number of families"
2013-07-01,"Ontario",2762140,2762140,"units","Number","All family units","Family types with 1 child","Number of persons"
2013-07-01,"Ontario",562730,562730,"units","Number","All family units","Family types with 1 child","Number of persons aged 0 to 17 years"
2013-07-01,"Ontario",1974870,1974870,"units","Number","All family units","Family types with 1 child","Number of persons aged 18 to 64 years"
2013-07-01,"Ontario",224530,224530,"units","Number","All family units","Family types with 1 child","Number of persons aged 65 years and over"
2013-07-01,"Ontario",73630,73630,"units","Dollars","All family units","Family types with 1 child","Median before-tax family income"
2013-07-01,"Ontario",65030,65030,"units","Dollars","All family units","Family types with 1 child","Median after-tax family income"
2013-07-01,"Ontario",866990,866990,"units","Number","All family units","Family types with 2 children","Number of families"
2013-07-01,"Ontario",3313330,3313330,"units","Number","All family units","Family types with 2 children","Number of persons"
2013-07-01,"Ontario",1228780,1228780,"units","Number","All family units","Family types with 2 children","Number of persons aged 0 to 17 years"
2013-07-01,"Ontario",2044790,2044790,"units","Number","All family units","Family types with 2 children","Number of persons aged 18 to 64 years"
2013-07-01,"Ontario",39760,39760,"units","Number","All family units","Family types with 2 children","Number of persons aged 65 years and over"
2013-07-01,"Ontario",96070,96070,"units","Dollars","All family units","Family types with 2 children","Median before-tax family income"
