"Date","GEO","VALUE","val_norm","SCALAR_FACTOR","UOM","Census_type","Family_type","Statistics"
2018-07-01,"Sudbury",51930,51930,"units","Dollars","Lone-parent families","Family types with 2 children","Median before-tax family income"
2018-07-01,"Sudbury",49900,49900,"units","Dollars","Lone-parent families","Family types with 2 children","Median after-tax family income"
2018-07-01,"Sudbury",890,890,"units","Number","Lone-parent families","Family types with 3 or more children","Number of families"
2018-07-01,"Sudbury",3870,3870,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons"
2018-07-01,"Sudbury",2600,2600,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",1260,1260,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",NA,NA,"units","Number","Lone-parent families","Family types with 3 or more children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",49290,49290,"units","Dollars","Lone-parent families","Family types with 3 or more children","Median before-tax family income"
2018-07-01,"Sudbury",48730,48730,"units","Dollars","Lone-parent families","Family types with 3 or more children","Median after-tax family income"
2018-07-01,"Sudbury",31040,31040,"units","Number","Persons not in census families","Family types with or without children","Number of families"
2018-07-01,"Sudbury",31040,31040,"units","Number","Persons not in census families","Family types with or without children","Number of persons"
2018-07-01,"Sudbury",240,240,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",19950,19950,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",10850,10850,"units","Number","Persons not in census families","Family types with or without children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",33010,33010,"units","Dollars","Persons not in census families","Family types with or without children","Median before-tax family income"
2018-07-01,"Sudbury",30520,30520,"units","Dollars","Persons not in census families","Family types with or without children","Median after-tax family income"
2018-07-01,"Sudbury",31040,31040,"units","Number","Persons not in census families","Family types without children","Number of families"
2018-07-01,"Sudbury",31040,31040,"units","Number","Persons not in census families","Family types without children","Number of persons"
2018-07-01,"Sudbury",240,240,"units","Number","Persons not in census families","Family types without children","Number of persons aged 0 to 17 years"
2018-07-01,"Sudbury",19950,19950,"units","Number","Persons not in census families","Family types without children","Number of persons aged 18 to 64 years"
2018-07-01,"Sudbury",10850,10850,"units","Number","Persons not in census families","Family types without children","Number of persons aged 65 years and over"
2018-07-01,"Sudbury",33010,33010,"units","Dollars","Persons not in census families","Family types without children","Median before-tax family income"
2018-07-01,"Sudbury",30520,30520,"units","Dollars","Persons not in census families","Family types without children","Median after-tax family income"
2018-07-01,"Alberta",1834530,1834530,"units","Number","All family units","Family types with or without children","Number of families"
2018-07-01,"Alberta",4174450,4174450,"units","Number","All family units","Family types with or without children","Number of persons"
2018-07-01,"Alberta",1004380,1004380,"units","Number","All family units","Family types with or without children","Number of persons aged 0 to 17 years"
2018-07-01,"Alberta",2618890,2618890,"units","Number","All family units","Family types with or without children","Number of persons aged 18 to 64 years"
2018-07-01,"Alberta",551180,551180,"units","Number","All family units","Family types with or without children","Number of persons aged 65 years and over"
2018-07-01,"Alberta",72920,72920,"units","Dollars","All family units","Family types with or without children","Median before-tax family income"
2018-07-01,"Alberta",64090,64090,"units","Dollars","All family units","Family types with or without children","Median after-tax family income"
2018-07-01,"Alberta",1127290,1127290,"units","Number","All family units","Family types without children","Number of families"
2018-07-01,"Alberta",1587830,1587830,"units","Number","All family units","Family types without children","Number of persons"
2018-07-01,"Alberta",5630,5630,"units","Number","All family units","Family types without children","Number of persons aged 0 to 17 years"
2018-07-01,"Alberta",1095860,1095860,"units","Number","All family units","Family types without children","Number of persons aged 18 to 64 years"
2018-07-01,"Alberta",486340,486340,"units","Number","All family units","Family types without children","Number of persons aged 65 years and over"
2018-07-01,"Alberta",54110,54110,"units","Dollars","All family units","Family types without children","Median before-tax family income"
2018-07-01,"Alberta",47950,47950,"units","Dollars","All family units","Family types without children","Median after-tax family income"
2018-07-01,"Alberta",294720,294720,"units","Number","All family units","Family types with 1 child","Number of families"
2018-07-01,"Alberta",790560,790560,"units","Number","All family units","Family types with 1 child","Number of persons"
2018-07-01,"Alberta",170370,170370,"units","Number","All family units","Family types with 1 child","Number of persons aged 0 to 17 years"
2018-07-01,"Alberta",565810,565810,"units","Number","All family units","Family types with 1 child","Number of persons aged 18 to 64 years"
2018-07-01,"Alberta",54380,54380,"units","Number","All family units","Family types with 1 child","Number of persons aged 65 years and over"
2018-07-01,"Alberta",98480,98480,"units","Dollars","All family units","Family types with 1 child","Median before-tax family income"
2018-07-01,"Alberta",85130,85130,"units","Dollars","All family units","Family types with 1 child","Median after-tax family income"
2018-07-01,"Alberta",268020,268020,"units","Number","All family units","Family types with 2 children","Number of families"
2018-07-01,"Alberta",1025900,1025900,"units","Number","All family units","Family types with 2 children","Number of persons"
2018-07-01,"Alberta",409570,409570,"units","Number","All family units","Family types with 2 children","Number of persons aged 0 to 17 years"
2018-07-01,"Alberta",607600,607600,"units","Number","All family units","Family types with 2 children","Number of persons aged 18 to 64 years"
2018-07-01,"Alberta",8730,8730,"units","Number","All family units","Family types with 2 children","Number of persons aged 65 years and over"
2018-07-01,"Alberta",124470,124470,"units","Dollars","All family units","Family types with 2 children","Median before-tax family income"
2018-07-01,"Alberta",105220,105220,"units","Dollars","All family units","Family types with 2 children","Median after-tax family income"
2018-07-01,"Alberta",144510,144510,"units","Number","All family units","Family types with 3 or more children","Number of families"
2018-07-01,"Alberta",770170,770170,"units","Number","All family units","Family types with 3 or more children","Number of persons"
2018-07-01,"Alberta",418800,418800,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 0 to 17 years"
2018-07-01,"Alberta",349630,349630,"units","Number","All family units","Family types with 3 or more children","Number of persons aged 18 to 64 years"
